,Type,ASM,constrast,correl,variance,inv diff mom,sum aveg,sum var,sum entropy,entropy,dif var,dif entropy,IMC1,IMC2,colors
0,1,0.06250,220.45629,0.33330,176.96966,0.23476,140.87132,487.42235,3.05917,4.11977,0.00200,2.70205,-0.66373,0.98529,0.57000
1,1,0.06265,35.93913,0.15288,24.35091,0.25649,115.26266,61.46449,2.87654,4.08760,0.00315,2.38193,-0.63710,0.98340,0.42500
2,1,0.05668,94.66258,0.35417,88.29147,0.22248,164.13399,258.50331,3.03165,4.20547,0.00235,2.40839,-0.67320,0.98987,0.44750
3,1,0.05367,364.05229,0.24475,267.42215,0.15912,157.20098,705.63630,3.20706,4.27369,0.00121,2.94304,-0.73084,0.99238,0.48750
4,1,0.05144,196.93954,0.39782,174.77884,0.14169,174.38072,502.17584,3.21862,4.31617,0.00137,2.84978,-0.77013,0.99737,0.53500
5,1,0.05468,194.23897,0.38457,187.01390,0.15319,251.54371,553.81664,3.23362,4.24918,0.00104,2.83426,-0.74922,0.99615,0.52250
6,1,0.07726,341.95057,0.35280,305.74009,0.26632,144.99060,881.00977,2.92803,3.91118,0.00255,2.52673,-0.59639,0.95030,0.38500
7,1,0.06439,303.88031,0.18788,260.24974,0.23983,141.84926,737.11866,2.97577,4.09188,0.00219,2.62144,-0.62422,0.97296,0.45750
8,1,0.05890,1083.40972,0.30408,736.22272,0.19005,147.88603,1861.48118,3.12046,4.18195,0.00228,2.68092,-0.68074,0.98708,0.39750
9,1,0.06033,73.75082,0.26258,59.33414,0.22709,120.11601,163.58574,3.06816,4.13999,0.00256,2.56879,-0.62853,0.98365,0.45000
10,1,0.06318,154.31822,0.23026,127.12692,0.21403,169.24387,354.18946,3.02539,4.09597,0.00183,2.61974,-0.64582,0.98600,0.34750
11,1,0.06519,70.89624,0.44381,74.10546,0.23556,124.74918,225.52560,3.09416,4.11637,0.00296,2.45646,-0.67367,0.97608,0.40000
12,1,0.05455,576.59273,0.21912,453.89351,0.11851,118.52900,1238.98131,3.20164,4.27633,0.00138,3.00651,-0.75946,0.99592,0.56500
13,1,0.05600,151.95711,0.37990,126.36408,0.17502,161.08864,353.49919,3.21159,4.23488,0.00183,2.66539,-0.71649,0.99300,0.50000
14,1,0.07262,789.42279,0.18761,568.84272,0.25733,134.85743,1485.94809,2.90067,3.98264,0.00326,2.48198,-0.60625,0.95183,0.42500
15,1,0.05661,264.52492,0.33510,190.68114,0.15919,132.95221,498.19965,3.21056,4.22363,0.00185,2.76207,-0.72611,0.99516,0.51250
16,1,0.05902,70.85498,0.29748,66.49477,0.18706,309.36234,195.12408,3.01866,4.17755,0.00111,2.60437,-0.66737,0.98650,0.46000
17,1,0.05342,169.46855,0.27208,134.46662,0.17637,121.79126,368.39793,3.14850,4.27614,0.00205,2.76545,-0.68132,0.99089,0.60250
18,1,0.05318,73.07435,0.46426,73.97038,0.13385,157.90850,222.80719,3.22403,4.28145,0.00167,2.77327,-0.75754,0.99688,0.44000
19,1,0.05192,653.48529,0.32486,525.37967,0.08527,183.33905,1448.03338,3.22496,4.30841,0.00113,2.95929,-0.79802,0.99801,0.40500
20,1,0.05582,84.23652,0.38829,73.92778,0.16100,269.20792,211.47459,3.19337,4.23445,0.00096,2.87325,-0.71135,0.99379,0.55250
21,1,0.05406,110.37459,0.36323,99.48548,0.16343,128.05842,287.56735,3.20586,4.27450,0.00180,2.82832,-0.72462,0.99313,0.39250
22,1,0.05668,64.22263,0.43880,63.16371,0.18047,184.69649,188.43220,3.14793,4.21364,0.00173,2.58670,-0.67273,0.99155,0.45750
23,1,0.08159,22.21405,0.24625,17.09127,0.36353,88.08007,46.15103,2.78797,3.80430,0.00427,2.31997,-0.54036,0.95309,0.31250
24,1,0.06066,280.60049,0.30244,194.38537,0.18115,290.08578,496.94097,3.11417,4.16529,0.00099,2.79476,-0.70941,0.98997,0.46750
25,1,0.05811,40.05596,0.45082,43.19387,0.21055,74.10172,132.71951,3.11537,4.19076,0.00391,2.50171,-0.67515,0.98427,0.43000
26,1,0.05424,49.53472,0.48164,52.62379,0.18530,266.60662,160.96046,3.18001,4.26315,0.00121,2.64300,-0.70697,0.99257,0.51000
27,1,0.05880,113.46773,0.33245,89.06984,0.23719,126.45711,242.81165,3.00571,4.16949,0.00266,2.45974,-0.66855,0.98852,0.47750
28,1,0.06051,93.27492,0.39746,99.57370,0.22599,93.80923,305.01987,3.00415,4.15139,0.00350,2.48169,-0.66912,0.98786,0.39250
29,1,0.06540,42.12173,0.26161,37.52060,0.27391,77.04412,107.96065,2.93213,4.06305,0.00406,2.44730,-0.59921,0.97449,0.46500
30,1,0.05596,73.42974,0.37510,54.43903,0.19433,153.43382,144.32639,3.18696,4.22834,0.00180,2.70400,-0.71001,0.99177,0.36250
31,1,0.05124,135.85907,0.36838,118.42429,0.13121,306.37868,337.83811,3.18616,4.32025,0.00095,2.75415,-0.75505,0.99679,0.47250
32,1,0.06607,16.53554,0.23888,13.31191,0.29296,133.75368,36.71211,2.89048,4.03722,0.00301,2.31617,-0.58010,0.97383,0.57500
33,1,0.05935,77.86560,0.39721,74.12809,0.19756,107.91054,218.64678,3.11371,4.18829,0.00288,2.60023,-0.69595,0.99083,0.49750
34,1,0.05582,108.94322,0.40008,102.19146,0.16785,83.89828,299.82263,3.17020,4.23324,0.00321,2.66234,-0.69391,0.98922,0.52500
35,1,0.05931,111.53391,0.22684,80.43098,0.19044,230.19649,210.19001,3.06872,4.18457,0.00130,2.72775,-0.66963,0.98498,0.32750
36,1,0.05604,667.49592,0.27156,492.31981,0.13197,275.69690,1301.78334,3.19846,4.24118,0.00085,2.92888,-0.73071,0.99420,0.35500
37,1,0.05219,510.90727,0.35740,413.84496,0.11110,317.25858,1144.47257,3.28175,4.30146,0.00075,2.91571,-0.75396,0.99620,0.56500
38,1,0.06901,304.72590,0.23786,260.17233,0.24356,96.33292,735.96343,2.98781,4.03412,0.00313,2.63574,-0.60832,0.95508,0.42750
39,1,0.06160,531.51266,0.24152,315.27178,0.23570,136.09763,729.57445,3.04542,4.13240,0.00230,2.49690,-0.66249,0.98133,0.53750
40,1,0.05828,29.83864,0.34355,26.09353,0.24359,107.73325,74.53546,3.04861,4.18156,0.00308,2.49510,-0.67247,0.98838,0.38750
41,1,0.05971,474.68832,0.33758,435.30051,0.17907,113.92606,1266.51372,3.09285,4.14826,0.00262,2.70308,-0.68149,0.98944,0.36750
42,1,0.05252,363.49101,0.49458,384.37409,0.11910,312.10948,1174.00533,3.21761,4.30146,0.00078,2.90825,-0.77975,0.99757,0.50250
43,1,0.05613,130.03922,0.31682,102.86388,0.14117,212.87010,281.41630,3.18371,4.24131,0.00127,2.82015,-0.73890,0.99570,0.39000
44,1,0.05426,139.76389,0.25130,96.78122,0.17488,180.41095,247.36097,3.11738,4.26266,0.00152,2.77021,-0.72253,0.99370,0.51000
45,1,0.05886,70.59886,0.36943,62.28234,0.21822,123.37827,178.53050,3.05579,4.17736,0.00260,2.52437,-0.68799,0.99054,0.40250
46,1,0.05745,156.13889,0.33788,116.66266,0.17228,232.48366,310.51173,3.20063,4.20985,0.00107,2.90531,-0.69836,0.99144,0.43500
47,1,0.06915,1530.27124,0.36413,1309.07597,0.23918,127.12827,3706.03266,3.06141,4.06936,0.00270,2.64481,-0.63160,0.96691,0.43500
48,1,0.04994,362.72304,0.41549,340.34440,0.06907,217.98039,998.65457,3.28449,4.34762,0.00094,2.99642,-0.81946,0.99870,0.64250
49,1,0.06069,336.73734,0.29650,256.42663,0.16425,249.93096,688.96917,3.14913,4.17681,0.00111,2.79164,-0.70112,0.98617,0.41000
50,1,0.06846,194.31209,0.33240,138.12696,0.22730,153.29820,358.19576,3.05862,4.04567,0.00186,2.67766,-0.65528,0.98202,0.29500
51,1,0.05502,150.57802,0.32544,136.99722,0.14476,175.80433,397.41085,3.14148,4.24834,0.00153,2.77464,-0.72941,0.99409,0.48250
52,1,0.05956,533.18505,0.28906,382.51708,0.19109,204.60743,996.88327,3.08366,4.16827,0.00144,2.68114,-0.68122,0.98794,0.56000
53,1,0.06081,197.00613,0.43691,188.98586,0.13468,142.68587,558.93731,3.21340,4.17827,0.00155,2.90738,-0.71388,0.99001,0.53750
54,1,0.07519,177.19975,0.18433,145.20541,0.30431,106.33864,403.62190,2.91823,3.94211,0.00343,2.47459,-0.56024,0.96356,0.56750
55,1,0.06707,86.97794,0.28656,88.49166,0.25907,109.08660,266.98870,2.94223,4.03274,0.00308,2.50148,-0.61011,0.97763,0.40500
56,1,0.05273,458.73039,0.24672,317.62821,0.13280,161.07925,811.78245,3.23160,4.29983,0.00123,2.96752,-0.75123,0.99621,0.50000
57,1,0.05198,233.03758,0.28396,144.31124,0.10839,285.43627,344.20738,3.21924,4.31127,0.00095,2.82194,-0.73378,0.99596,0.50000
58,1,0.05162,166.07149,0.42098,152.91556,0.10449,301.25123,445.59074,3.23670,4.31494,0.00086,2.88593,-0.75116,0.99613,0.47250
59,1,0.06226,58.29453,0.42072,58.49802,0.22119,235.67933,175.69756,3.06396,4.11537,0.00152,2.52836,-0.66716,0.98694,0.43750
60,1,0.06444,576.41217,0.29155,588.97259,0.22080,166.56332,1779.47820,2.97921,4.08604,0.00208,2.63978,-0.66700,0.97866,0.47000
61,1,0.05982,81.60090,0.22022,66.29691,0.18755,227.67688,183.58673,3.06154,4.14836,0.00142,2.61660,-0.66143,0.98819,0.36750
62,1,0.05260,310.12296,0.33324,264.59880,0.15135,236.41953,748.27225,3.20034,4.29370,0.00110,2.84206,-0.74237,0.99584,0.55750
63,1,0.05622,420.86479,0.18067,332.38232,0.15231,195.56005,908.66450,3.13947,4.21445,0.00135,2.79441,-0.70682,0.99082,0.37500
64,1,0.05721,64.02410,0.25750,55.67013,0.17864,241.19567,158.65642,3.02608,4.21678,0.00131,2.64434,-0.70195,0.99097,0.42500
65,1,0.05526,177.65564,0.24674,113.57963,0.16426,294.21446,276.66287,3.13362,4.26552,0.00096,2.77006,-0.75255,0.99554,0.45750
66,1,0.05064,360.18423,0.29898,319.09369,0.09871,128.48897,916.19053,3.20513,4.32924,0.00192,2.82930,-0.76569,0.99704,0.48250
67,1,0.05848,437.29698,0.29003,297.33643,0.11450,216.58456,752.04874,3.18019,4.19727,0.00106,2.91388,-0.73768,0.99316,0.37750
68,1,0.06264,105.79534,0.34007,103.08837,0.21285,103.02819,306.55815,3.06316,4.11075,0.00299,2.62093,-0.65564,0.97619,0.49500
69,1,0.05832,235.03391,0.40739,246.16290,0.20124,220.17361,749.61770,3.16173,4.19779,0.00128,2.76896,-0.68316,0.98695,0.48250
70,1,0.05737,137.20547,0.18682,100.53446,0.16202,330.74796,264.93238,3.10840,4.20209,0.00090,2.80459,-0.69644,0.99209,0.41250
71,1,0.06113,43.47876,0.32610,39.29390,0.25221,146.38317,113.69685,2.97300,4.12527,0.00259,2.36345,-0.64335,0.98558,0.36750
72,1,0.06493,174.48325,0.34172,153.76735,0.26197,135.33374,440.58616,2.98137,4.07682,0.00280,2.42499,-0.62556,0.97716,0.53750
73,1,0.05890,88.92974,0.27557,66.14933,0.22900,67.26225,175.66757,2.95761,4.17727,0.00377,2.52222,-0.69910,0.99161,0.35500
74,1,0.05386,199.92198,0.19150,113.32517,0.15052,311.66626,253.37871,3.18745,4.26642,0.00085,2.88760,-0.74429,0.99624,0.48000
75,1,0.05262,273.02778,0.46037,269.70145,0.09527,237.58007,805.77803,3.27990,4.29665,0.00086,3.01793,-0.76257,0.99689,0.52500
76,1,0.05700,212.04493,0.41692,166.92517,0.17111,209.76961,455.65575,3.16777,4.20996,0.00152,2.62894,-0.71696,0.99468,0.44000
77,1,0.05171,450.91381,0.32181,371.60916,0.10635,250.68995,1035.52284,3.26396,4.31127,0.00082,3.02450,-0.77240,0.99692,0.53000
78,1,0.05731,347.55923,0.41249,333.20913,0.14803,135.81005,985.27729,3.16640,4.20858,0.00170,2.85959,-0.72051,0.99191,0.57000
79,1,0.06256,535.22059,0.36930,519.87298,0.22882,195.50817,1544.27133,3.08790,4.13078,0.00146,2.69432,-0.67806,0.98931,0.48750
80,1,0.08126,295.12459,0.19228,245.67123,0.37645,106.46446,687.56031,2.72867,3.84141,0.00438,2.12780,-0.49669,0.92731,0.31250
81,1,0.05643,119.97141,0.27207,99.26550,0.19692,123.87010,277.09060,3.14568,4.22914,0.00180,2.80472,-0.71739,0.99383,0.48750
82,1,0.05267,269.23652,0.35479,240.21082,0.15229,214.67933,691.60677,3.18664,4.29084,0.00118,2.85976,-0.73567,0.99559,0.51000
83,1,0.05896,239.35498,0.33547,207.94211,0.18282,216.98325,592.41346,3.16324,4.18727,0.00130,2.75634,-0.67956,0.98983,0.51500
84,1,0.05883,275.95833,0.40176,253.55532,0.19155,105.03922,738.26296,3.14989,4.18096,0.00240,2.78623,-0.68316,0.99103,0.45750
85,1,0.05272,220.03636,0.42362,199.26170,0.13750,302.84845,577.01045,3.25141,4.29738,0.00082,2.90463,-0.75422,0.99665,0.47500
86,1,0.05466,153.02328,0.40248,138.99093,0.15911,139.79861,402.94042,3.21710,4.24795,0.00162,2.86722,-0.72768,0.99269,0.40500
87,1,0.05526,564.86520,0.42607,586.43744,0.16185,119.51471,1780.88458,3.18665,4.24509,0.00224,2.75711,-0.72083,0.99252,0.38250
88,1,0.08161,48.95874,0.31368,50.95805,0.34347,129.06904,154.87347,2.77405,3.83823,0.00361,2.23399,-0.54404,0.94414,0.33000
89,1,0.05467,656.44812,0.33855,506.17790,0.12761,349.40074,1368.26347,3.22217,4.26183,0.00071,2.94829,-0.74037,0.99558,0.48250
90,1,0.07657,11.88971,0.24173,9.07590,0.34758,92.06291,24.41390,2.75985,3.87245,0.00477,2.11770,-0.51202,0.94288,0.39000
91,1,0.05576,198.40809,0.23038,142.98754,0.13254,268.74224,373.54209,3.16569,4.23692,0.00092,2.89914,-0.71208,0.99302,0.51750
92,1,0.05914,298.29085,0.35108,261.58960,0.20212,146.84150,748.06754,3.05844,4.18103,0.00222,2.53288,-0.69627,0.98719,0.53000
93,1,0.06217,175.82026,0.28094,169.23419,0.23156,97.23775,501.11651,2.97033,4.12649,0.00324,2.50669,-0.65121,0.98127,0.34000
94,1,0.06109,64.68015,0.41971,63.67605,0.19264,139.42606,190.02404,3.06114,4.13691,0.00224,2.57680,-0.69198,0.98941,0.48500
95,1,0.05719,189.76879,0.38581,187.37496,0.17328,236.76144,559.73105,3.13786,4.22525,0.00117,2.81485,-0.71150,0.98980,0.46000
96,1,0.05550,71.32761,0.28233,55.22923,0.17859,179.83007,149.58932,3.14568,4.23466,0.00191,2.54813,-0.73205,0.99516,0.48500
97,1,0.05389,627.26838,0.17683,371.31155,0.14891,172.93505,857.97782,3.20034,4.26918,0.00138,2.88392,-0.73087,0.99411,0.41250
98,1,0.05730,208.97386,0.19191,166.63073,0.17376,100.40768,457.54906,3.06216,4.20399,0.00255,2.75604,-0.69644,0.98126,0.48750
99,1,0.06004,86.34600,0.25495,76.77526,0.20636,182.56740,220.75505,3.08732,4.15796,0.00154,2.70695,-0.64918,0.98326,0.47250
100,1,0.05136,933.57802,0.39713,759.08007,0.07386,234.54861,2102.74225,3.29614,4.32189,0.00084,3.04520,-0.80936,0.99832,0.51250
101,1,0.05303,390.82026,0.36013,292.05000,0.11757,274.88235,777.37974,3.22198,4.28880,0.00093,2.86820,-0.72471,0.99511,0.46750
102,1,0.05223,339.37704,0.32845,301.16995,0.12837,208.66462,865.30275,3.20388,4.30258,0.00116,2.86050,-0.76189,0.99604,0.41000
103,1,0.06690,104.50041,0.28650,83.38620,0.26210,107.86234,229.04438,2.87486,4.02885,0.00333,2.40014,-0.62260,0.97480,0.44500
104,1,0.05490,314.07721,0.35767,217.69377,0.16499,287.14992,556.69788,3.15292,4.24550,0.00100,2.72542,-0.70998,0.99382,0.43250
105,1,0.05511,195.02574,0.38631,191.25123,0.17774,254.04779,569.97920,3.12319,4.24823,0.00127,2.68183,-0.71543,0.99196,0.48250
106,1,0.06099,40.85090,0.22449,27.27401,0.19766,152.95792,68.24515,3.01921,4.13386,0.00211,2.52222,-0.64406,0.98698,0.38500
107,1,0.06816,262.70302,0.21922,163.25026,0.21403,197.84436,390.29801,3.04772,4.07797,0.00166,2.62758,-0.67748,0.98280,0.46500
108,1,0.05498,67.36560,0.34449,53.28931,0.16441,187.12459,145.79166,3.13722,4.25119,0.00161,2.69107,-0.70027,0.99194,0.36000
109,1,0.05372,420.06781,0.33611,370.50252,0.14973,273.08497,1061.94227,3.24313,4.27859,0.00082,2.95704,-0.71846,0.99477,0.53750
110,1,0.05403,538.71364,0.32047,376.07666,0.14182,302.93505,965.59301,3.21165,4.27573,0.00088,2.79697,-0.74272,0.99573,0.50500
111,1,0.05691,131.77165,0.29455,125.22253,0.18129,166.64175,369.11845,3.18972,4.20955,0.00159,2.80946,-0.61604,0.98528,0.48750
112,1,0.05573,505.96528,0.27461,358.88166,0.17066,302.18668,929.56138,3.16957,4.23886,0.00103,2.72990,-0.70573,0.98899,0.38750
113,1,0.05287,154.89461,0.28263,110.75378,0.11886,191.81699,288.12053,3.23487,4.29656,0.00116,2.93133,-0.74008,0.99509,0.42250
114,1,0.05333,309.33783,0.32974,258.29173,0.12013,293.70874,723.82910,3.26345,4.28757,0.00082,2.93290,-0.76165,0.99470,0.49000
115,1,0.05311,474.29779,0.26961,353.96669,0.07952,237.91381,941.56896,3.27532,4.28635,0.00078,3.11474,-0.76871,0.99728,0.48000
116,1,0.05013,402.45588,0.32031,331.81909,0.10412,287.61193,924.82049,3.28511,4.34436,0.00090,2.88069,-0.79959,0.99822,0.41000
117,1,0.05011,397.55801,0.21760,320.02731,0.07130,106.77206,882.55124,3.28787,4.34517,0.00172,2.99470,-0.78154,0.99769,0.53000
118,1,0.05194,279.77492,0.19036,186.70260,0.08153,256.98080,467.03548,3.18378,4.30677,0.00090,2.95573,-0.79346,0.99796,0.51500
119,1,0.05271,505.22590,0.29776,407.59541,0.08981,218.01838,1125.15574,3.23563,4.29501,0.00090,3.09102,-0.77808,0.99632,0.47000
120,1,0.06761,84.23897,0.33761,81.00837,0.25354,211.75858,239.79451,2.94117,4.05336,0.00166,2.53413,-0.65527,0.97534,0.41000
121,1,0.05098,115.41503,0.46251,110.70894,0.10238,196.32026,327.42073,3.24498,4.32434,0.00128,2.79230,-0.79243,0.99797,0.52750
122,1,0.05318,100.53350,0.49995,99.34984,0.14297,270.37745,296.86585,3.20993,4.28145,0.00103,2.77086,-0.74383,0.99522,0.54000
123,1,0.06518,235.06822,0.34991,220.60142,0.27617,113.06005,647.33745,3.00435,4.06581,0.00321,2.50620,-0.61673,0.97648,0.50000
124,1,0.05164,404.71977,0.35639,316.14075,0.11541,258.33987,859.84323,3.22463,4.31617,0.00096,2.86229,-0.76239,0.99707,0.44750
125,1,0.06554,36.95792,0.35542,32.88716,0.29315,86.02002,94.59070,2.99976,4.06602,0.00384,2.40840,-0.61740,0.98206,0.50750
126,1,0.06102,123.86765,0.21480,101.14279,0.21585,46.34395,280.70352,2.99496,4.14101,0.00558,2.54004,-0.63215,0.97743,0.36750
127,1,0.05262,705.64869,0.31092,429.91994,0.12604,279.71324,1014.03107,3.22087,4.29697,0.00097,2.82158,-0.78487,0.99766,0.40000
128,1,0.05877,464.22059,0.33111,366.50022,0.15066,132.79085,1001.78027,3.11899,4.18929,0.00203,2.83380,-0.71465,0.99205,0.60250
129,1,0.05275,241.45833,0.30714,216.38491,0.12770,203.72222,624.08129,3.22107,4.29003,0.00113,2.89921,-0.75394,0.99638,0.54750
130,1,0.05428,343.48080,0.46084,356.93433,0.16980,144.72590,1084.25650,3.27358,4.25612,0.00132,2.96498,-0.73475,0.99502,0.45500
131,1,0.05910,216.93587,0.29976,185.16016,0.19057,133.97181,523.70476,3.08275,4.17644,0.00232,2.67486,-0.67523,0.98440,0.40250
132,1,0.06244,2080.35417,0.27089,1414.20046,0.20743,342.16626,3576.44768,3.06315,4.12762,0.00089,2.73512,-0.67919,0.97677,0.47250
133,1,0.05395,316.09600,0.29274,220.94926,0.12160,274.10417,567.70106,3.22465,4.27001,0.00084,2.93754,-0.71772,0.99412,0.42750
